timestamps,TP9,AF7,AF8,TP10,Right AUX
1732204958.973,-9.766,-23.438,-53.223,-9.766,0.000
1732204958.977,-13.672,-19.043,-44.434,9.277,0.000
1732204958.981,-16.602,-23.438,-38.086,-7.324,0.000
1732204958.985,-14.160,-30.762,-38.574,0.488,0.000
1732204958.989,-10.742,-25.391,-44.434,45.898,0.000
1732204958.993,-1.465,-24.902,-47.852,9.277,0.000
1732204958.997,0.977,-22.461,-43.945,-25.879,0.000
1732204959.001,1.953,-17.578,-44.922,-23.438,0.000
1732204959.004,2.441,-19.043,-44.922,-11.230,0.000
1732204959.008,-8.789,-20.996,-41.504,-14.648,0.000
1732204959.012,0.000,-19.531,-41.016,-41.992,0.000
1732204959.016,2.441,-23.926,-46.875,-38.574,0.000
1732204959.020,-0.488,-20.996,-51.758,-31.250,0.000
1732204959.024,3.906,-14.160,-56.641,-20.508,0.000
1732204959.028,1.465,-17.090,-53.223,0.977,0.000
1732204959.032,-17.578,-24.414,-46.875,-7.812,0.000
1732204959.036,3.906,-22.949,-45.898,3.906,0.000
1732204959.040,5.371,-13.672,-45.410,25.879,0.000
1732204959.044,-20.996,-14.160,-41.992,3.418,0.000
1732204959.047,-8.789,-16.602,-37.109,-3.906,0.000
1732204959.051,-20.020,-15.625,-34.180,14.648,0.000
1732204959.055,-14.160,-20.020,-32.715,-1.465,0.000
1732204959.059,0.000,-21.973,-39.062,18.066,0.000
1732204959.063,0.000,-19.043,-42.969,3.906,0.000
1732204959.067,0.000,-19.531,-44.434,-20.508,0.000
1732204959.071,0.000,-19.531,-44.434,20.020,0.000
1732204959.075,0.000,-15.137,-43.945,3.418,0.000
1732204959.079,0.000,-18.555,-49.805,-49.316,0.000
1732204959.083,0.000,-22.949,-49.805,-63.477,0.000
1732204959.087,0.000,-27.344,-46.875,-39.062,0.000
1732204959.090,0.000,-28.320,-51.270,-19.043,0.000
1732204959.094,0.000,-25.391,-47.852,-10.254,0.000
1732204959.098,0.000,-24.902,-41.504,-31.738,0.000
1732204959.102,0.000,-23.926,-40.039,-68.848,0.000
1732204959.106,-0.488,-20.020,-40.527,-56.152,0.000
1732204959.110,-16.602,-16.113,-43.945,-23.926,0.000
1732204959.114,-30.273,-19.043,-38.086,0.977,0.000
1732204959.117,-21.973,-16.602,-35.645,-1.953,0.000
1732204959.121,-22.949,-17.578,-45.410,3.418,0.000
1732204959.125,-23.438,-24.902,-39.062,0.977,0.000
1732204959.129,-29.297,-22.461,-43.457,-39.551,0.000
1732204959.133,-45.898,-18.555,-48.828,-28.320,0.000
1732204959.137,-28.320,-26.855,-47.852,-9.766,0.000
1732204959.141,-15.625,-25.879,-45.898,-12.695,0.000
1732204959.145,-24.902,-13.672,-44.434,14.648,0.000
1732204959.149,-25.391,-12.695,-47.852,15.625,0.000
1732204959.152,-34.668,-19.043,-50.293,-6.348,0.000
1732204959.156,-42.480,-17.578,-50.781,-23.926,0.000
1732204959.160,-29.785,-14.648,-50.293,-34.180,0.000
1732204959.164,-14.648,-14.648,-55.176,-30.762,0.000
1732204959.168,-17.578,-20.996,-53.223,-25.391,0.000
1732204959.172,-21.973,-23.926,-49.316,-40.039,0.000
1732204959.176,-20.020,-20.996,-53.223,-38.574,0.000
1732204959.180,-24.414,-26.855,-52.246,-28.809,0.000
1732204959.184,-15.137,-27.344,-47.852,-45.898,0.000
1732204959.187,-19.043,-23.438,-40.527,-54.688,0.000
1732204959.191,-35.645,-20.508,-38.086,-29.785,0.000
1732204959.195,-31.250,-19.043,-41.992,-14.648,0.000
1732204959.199,-32.227,-26.367,-45.410,-17.090,0.000
1732204959.203,-37.109,-22.461,-47.363,-42.969,0.000
1732204959.207,-29.785,-17.578,-41.992,-37.109,0.000
1732204959.211,-22.949,-24.902,-41.016,-26.367,0.000
1732204959.215,-36.621,-20.508,-43.945,-56.641,0.000
1732204959.218,-34.180,-18.066,-47.852,-40.527,0.000
1732204959.222,-32.715,-21.973,-49.805,-29.297,0.000
1732204959.226,-47.363,-13.184,-50.781,-39.062,0.000
1732204959.230,-41.992,-6.348,-55.176,-45.898,0.000
1732204959.234,-44.922,-17.578,-59.082,-39.551,0.000
1732204959.238,-47.363,-22.461,-65.430,-37.598,0.000
1732204959.242,-47.363,-20.996,-75.684,-32.715,0.000
1732204959.246,-44.922,-19.531,-78.125,-30.762,0.000
1732204959.250,-18.555,-13.672,-79.590,-28.809,0.000
1732204959.254,-39.551,-18.066,-86.914,-32.715,0.000
1732204959.258,-60.059,-18.066,-95.703,-22.949,0.000
1732204959.262,-56.641,-16.602,-96.191,-39.062,0.000
1732204959.265,-60.059,-24.902,-92.285,-66.895,0.000
1732204959.269,-67.871,-20.508,-92.773,-58.594,0.000
1732204959.273,-79.590,-20.508,-95.215,-61.035,0.000
1732204959.277,-78.613,-30.273,-102.539,-62.012,0.000
1732204959.281,-55.664,-26.367,-107.910,-64.453,0.000
1732204959.285,-52.734,-24.414,-103.516,-61.523,0.000
1732204959.289,-45.410,-23.926,-98.633,-61.035,0.000
1732204959.293,0.000,-14.648,-96.191,-63.477,0.000
1732204959.297,0.000,-15.625,-99.121,-63.965,0.000
1732204959.301,0.000,-24.902,-102.539,-52.734,0.000
1732204959.305,0.000,-24.414,-100.098,-44.922,0.000
1732204959.309,0.000,-15.625,-101.074,-45.410,0.000
1732204959.312,0.000,-19.531,-101.562,-32.715,0.000
1732204959.316,0.000,-22.949,-99.121,-50.781,0.000
1732204959.320,0.000,-21.484,-105.469,-53.223,0.000
1732204959.324,0.000,-23.438,-115.723,-26.367,0.000
1732204959.328,0.000,-26.367,-118.164,-31.250,0.000
1732204959.332,0.000,-27.832,-125.488,-36.133,0.000
1732204959.336,0.000,-23.926,-131.836,-51.758,0.000
1732204959.340,-35.156,-20.508,0.000,-53.711,0.000
1732204959.344,-34.180,-14.648,0.000,-42.480,0.000
1732204959.348,-32.715,-19.531,0.000,-39.062,0.000
1732204959.352,-41.992,-25.391,0.000,-39.551,0.000
1732204959.355,-37.109,-12.695,0.000,-63.477,0.000
1732204959.359,-30.273,-6.348,0.000,-47.363,0.000
1732204959.363,-42.480,-10.254,0.000,-37.598,0.000
1732204959.367,-36.621,-15.625,0.000,-36.621,0.000
1732204959.371,-22.461,-11.230,0.000,-32.715,0.000
1732204959.375,-30.762,-7.812,0.000,-50.293,0.000
1732204959.379,-26.855,-16.113,0.000,-53.223,0.000
1732204959.383,-19.531,-17.090,0.000,-22.461,0.000
1732204959.387,-20.996,-19.531,-132.324,-27.832,0.000
1732204959.391,-6.836,-16.602,-130.859,-31.738,0.000
1732204959.394,-3.906,-16.113,-125.000,-19.043,0.000
1732204959.398,-25.879,-20.508,-127.930,-28.320,0.000
1732204959.402,-31.250,-13.184,-126.953,-32.715,0.000
1732204959.406,-24.902,-4.395,-128.418,-21.973,0.000
1732204959.410,-20.996,-2.441,-133.301,-15.625,0.000
1732204959.414,-27.832,-9.766,-117.676,-28.320,0.000
1732204959.418,-36.133,-12.207,-117.676,-39.062,0.000
1732204959.422,-18.066,-6.836,-113.770,-8.789,0.000
1732204959.426,-9.766,-4.883,-101.074,0.000,0.000
1732204959.430,-29.785,-8.789,-104.004,-40.527,0.000
1732204959.434,0.000,-15.137,-99.121,-45.410,0.000
1732204959.438,0.000,-13.184,-92.285,-46.387,0.000
1732204959.441,0.000,-6.836,-93.750,-48.828,0.000
1732204959.445,0.000,-2.930,-91.797,-25.391,0.000
1732204959.449,0.000,-6.836,-92.285,-26.367,0.000
1732204959.453,0.000,-13.672,-95.703,-32.715,0.000
1732204959.457,0.000,-16.602,-86.914,-41.504,0.000
1732204959.461,0.000,-10.742,-89.844,-36.133,0.000
1732204959.465,0.000,-1.465,-85.938,-31.250,0.000
1732204959.469,0.000,0.000,-78.125,-37.598,0.000
1732204959.473,0.000,-4.395,-78.125,-44.434,0.000
1732204959.477,0.000,-7.812,-81.055,-43.945,0.000
1732204959.481,-32.715,-14.160,-78.613,-36.133,0.000
1732204959.484,-27.832,-12.695,-78.125,-11.230,0.000
1732204959.488,-18.555,-11.719,-78.613,-7.324,0.000
1732204959.492,-26.367,-17.578,-76.172,-25.391,0.000
1732204959.496,-36.621,-20.508,-82.031,-48.828,0.000
1732204959.500,-32.715,-18.066,-86.426,-63.477,0.000
1732204959.504,-31.738,-12.695,-83.008,-46.875,0.000
1732204959.508,-33.691,-10.742,-82.520,-29.297,0.000
1732204959.512,-28.320,-8.789,-83.984,-29.297,0.000
1732204959.516,-19.043,-11.230,-85.449,-36.133,0.000
1732204959.519,-14.648,-17.578,-83.984,-51.270,0.000
1732204959.523,-19.043,-15.137,-88.867,-63.477,0.000
1732204959.527,-3.906,-16.602,-106.934,-53.223,0.000
1732204959.531,20.996,-16.113,-113.281,-34.180,0.000
1732204959.535,11.230,-11.230,-100.098,-28.320,0.000
1732204959.539,-10.742,-20.996,-88.867,-37.109,0.000
1732204959.543,-16.602,-24.902,-83.008,-48.828,0.000
1732204959.547,-12.207,-21.484,-83.984,-36.133,0.000
1732204959.551,-17.090,-27.832,-92.285,-4.395,0.000
1732204959.555,-35.156,-28.320,-99.121,-19.531,0.000
1732204959.559,-33.691,-28.320,-100.098,-43.457,0.000
1732204959.563,-18.066,-33.203,-88.867,-27.344,0.000
1732204959.566,-16.113,-35.645,-83.496,-31.738,0.000
1732204959.570,-32.715,-32.227,-89.355,-42.969,0.000
1732204959.574,0.000,-30.762,-95.215,-49.805,0.000
1732204959.578,0.000,-24.414,-109.375,-55.176,0.000
1732204959.582,0.000,-20.508,-106.445,-29.785,0.000
1732204959.586,0.000,-27.344,-100.098,-28.809,0.000
1732204959.590,0.000,-23.926,-107.910,-50.781,0.000
1732204959.594,0.000,-29.297,-107.422,-38.574,0.000
1732204959.598,0.000,-36.621,-101.562,-8.789,0.000
1732204959.602,0.000,-28.320,-100.586,-20.508,0.000
1732204959.606,0.000,-22.949,-104.980,-26.367,0.000
1732204959.609,0.000,-20.996,-102.051,-11.230,0.000
1732204959.613,0.000,-22.461,-105.469,-9.277,0.000
1732204959.617,0.000,-25.391,-112.305,7.812,0.000
1732204959.621,-33.203,-20.996,-110.352,6.348,0.000
1732204959.625,-16.113,-13.184,-110.352,-34.180,0.000
1732204959.629,-21.973,-12.695,-112.305,-45.410,0.000
1732204959.633,-30.273,-8.789,-116.699,-41.992,0.000
1732204959.637,-33.691,-8.789,-116.211,-60.547,0.000
1732204959.641,-31.250,-11.719,-113.770,-50.293,0.000
1732204959.644,-22.461,-8.301,-119.141,-29.297,0.000
1732204959.648,-22.949,-9.277,-120.117,-17.578,0.000
1732204959.652,-27.344,-18.066,-117.188,-5.859,0.000
1732204959.656,-11.230,-16.602,-115.723,-14.648,0.000
1732204959.660,-14.648,-11.719,-116.699,-24.414,0.000
1732204959.664,-23.926,-17.578,-116.699,-12.207,0.000
1732204959.668,-15.137,-17.578,-109.375,-8.301,0.000
1732204959.672,-12.695,-11.230,-106.934,-12.207,0.000
1732204959.676,-12.695,-9.277,-114.258,-6.348,0.000
1732204959.680,-13.184,-10.742,-122.559,-28.320,0.000
1732204959.684,-23.926,-9.277,-119.141,-22.461,0.000
1732204959.687,-22.461,-8.301,-106.445,16.602,0.000
1732204959.691,-11.230,-16.602,-116.211,-12.695,0.000
1732204959.695,-14.160,-23.438,-125.977,-40.527,0.000
1732204959.699,-18.555,-20.996,-109.863,-19.043,0.000
1732204959.703,-11.719,-11.230,-112.305,-20.996,0.000
1732204959.707,-7.324,-7.812,-125.488,-21.484,0.000
1732204959.711,-4.395,-13.672,-121.094,0.977,0.000
1732204959.715,0.000,-16.602,-114.258,20.020,0.000
1732204959.719,0.000,-15.137,-114.746,9.766,0.000
1732204959.723,0.000,-13.184,-113.281,-8.789,0.000
1732204959.727,0.000,-11.719,-113.281,-14.648,0.000
1732204959.730,0.000,-14.160,-121.094,-34.180,0.000
1732204959.734,0.000,-16.602,-116.211,-31.250,0.000
1732204959.738,0.000,-20.996,-113.281,-12.695,0.000
1732204959.742,0.000,-21.484,-118.652,0.488,0.000
1732204959.746,0.000,-12.207,-124.023,-2.930,0.000
1732204959.750,0.000,-14.648,-130.371,-24.902,0.000
1732204959.754,0.000,-24.414,-137.207,-42.480,0.000
1732204959.758,0.000,-19.043,-133.789,-38.086,0.000
1732204959.762,-15.137,-11.719,-127.930,-27.344,0.000
1732204959.766,1.953,-10.742,-132.812,-28.809,0.000
1732204959.770,7.324,-10.254,-125.488,-10.742,0.000
1732204959.774,4.395,-6.348,-112.793,8.301,0.000
1732204959.777,-5.859,-15.625,-116.211,-2.930,0.000
1732204959.781,-18.555,-27.832,-124.023,-4.395,0.000
1732204959.785,-26.855,-24.902,-126.465,-36.133,0.000
1732204959.789,-18.555,-20.508,-127.441,-39.062,0.000
1732204959.793,-10.742,-28.320,-127.441,-22.461,0.000
1732204959.797,-11.230,-30.273,-121.582,-42.969,0.000
1732204959.801,-0.488,-16.602,-118.652,-34.180,0.000
1732204959.805,-2.930,-16.113,-121.582,1.953,0.000
1732204959.809,-18.066,-19.531,-122.070,-16.113,0.000
1732204959.813,-21.484,-18.066,-125.977,-32.715,0.000
1732204959.817,-34.180,-15.625,-126.465,-15.137,0.000
1732204959.820,-47.363,-18.066,-120.117,-19.531,0.000
1732204959.824,-35.156,-22.949,-118.164,-19.043,0.000
1732204959.828,-14.648,-23.926,-120.117,-22.461,0.000
1732204959.832,-2.930,-22.949,-128.418,-38.086,0.000
1732204959.836,-22.461,-21.484,-127.930,-41.992,0.000
1732204959.840,-22.461,-7.812,-128.418,-30.273,0.000
1732204959.844,-19.043,-11.230,-126.953,-42.969,0.000
1732204959.848,-27.832,-16.602,-124.023,-40.527,0.000
1732204959.852,-11.719,-9.766,-122.070,-33.203,0.000
1732204959.856,-13.184,-17.090,-129.883,-46.875,0.000
1732204959.860,-25.391,-20.996,-132.324,-31.250,0.000
1732204959.863,-14.648,-23.438,-130.859,-25.391,0.000
1732204959.867,-11.230,-18.066,-133.301,-24.414,0.000
1732204959.871,-12.695,-4.395,-127.930,-29.785,0.000
1732204959.875,-10.254,-14.648,-137.695,-37.598,0.000
1732204959.879,-11.230,-25.879,-135.742,-15.625,0.000
1732204959.883,-8.789,-18.066,-130.859,-13.672,0.000
1732204959.887,-5.859,-20.508,-135.254,-20.996,0.000
1732204959.891,-5.371,-23.926,-136.230,-20.020,0.000
1732204959.895,-17.578,-23.926,-138.184,-39.551,0.000
1732204959.898,-33.203,-24.902,-134.766,-21.973,0.000
1732204959.902,-35.645,-19.531,-136.230,-6.836,0.000
1732204959.906,-18.555,-21.973,-138.672,-33.203,0.000
1732204959.910,-12.695,-24.902,-131.836,-35.156,0.000
1732204959.914,-24.902,-14.648,-133.789,-12.695,0.000
1732204959.918,-5.859,-11.719,-142.578,-42.480,0.000
1732204959.922,7.812,-12.695,-142.090,-40.039,0.000
1732204959.926,-5.371,-20.020,-135.742,10.254,0.000
1732204959.930,-14.648,-19.531,-136.230,-12.695,0.000
1732204959.934,-16.602,-7.324,-137.207,-35.156,0.000
1732204959.938,-22.461,-11.230,-140.137,-27.832,0.000
1732204959.941,-20.020,-16.113,-154.785,-18.066,0.000
1732204959.945,-13.672,-11.230,-158.691,-25.879,0.000
1732204959.949,-15.625,-10.254,-148.438,-50.781,0.000
1732204959.953,-11.719,-6.836,-144.043,-63.965,0.000
1732204959.957,-17.578,-14.648,-150.391,-49.316,0.000
1732204959.961,-20.996,-18.555,-152.832,-24.902,0.000
1732204959.965,-35.645,-12.695,-150.879,-28.809,0.000
1732204959.969,-35.645,-15.137,-148.438,-37.598,0.000
1732204959.973,-17.578,-9.277,-146.973,-46.875,0.000
1732204959.977,-16.602,-8.301,-146.973,-55.664,0.000
1732204959.980,-20.020,-13.184,-150.391,-61.035,0.000
1732204959.984,-18.555,-15.625,-159.668,-48.828,0.000
1732204959.988,-12.207,-19.043,-161.133,-40.527,0.000
1732204959.992,-12.207,-15.625,-162.598,-21.484,0.000
1732204959.996,0.000,-17.090,-159.180,-24.902,0.000
1732204960.000,0.000,-19.043,-148.926,-18.555,0.000
1732204960.004,0.000,-15.137,-148.926,15.137,0.000
1732204960.008,0.000,-12.695,-145.996,-19.043,0.000
1732204960.012,0.000,-13.184,-145.508,-64.941,0.000
1732204960.016,0.000,-5.371,-148.438,-37.109,0.000
1732204960.020,0.000,6.348,-144.043,-18.066,0.000
1732204960.023,0.000,-7.324,-140.625,-18.066,0.000
1732204960.027,0.000,-17.578,-136.230,-29.297,0.000
1732204960.031,0.000,-11.719,-128.906,-44.922,0.000
1732204960.035,0.000,-11.230,-135.254,-50.293,0.000
1732204960.039,0.000,-12.207,-130.859,-40.527,0.000
1732204960.043,-31.738,-8.789,-123.535,-10.742,0.000
1732204960.047,-29.785,-11.719,-130.859,-13.184,0.000
1732204960.051,-30.273,-11.230,-128.418,-45.410,0.000
1732204960.055,-24.414,-1.953,-132.324,-49.316,0.000
1732204960.059,-21.484,-7.812,-140.625,-29.297,0.000
1732204960.063,-18.066,-13.672,-138.184,-32.715,0.000
1732204960.067,-12.695,-7.324,-138.184,-52.246,0.000
1732204960.070,-1.953,-7.812,-140.137,-53.223,0.000
1732204960.074,-10.254,-12.695,-142.090,-52.734,0.000
1732204960.078,-16.113,-3.906,-140.625,-46.875,0.000
1732204960.082,-9.277,-1.465,-127.930,-32.715,0.000
1732204960.086,-11.230,-1.465,-129.883,-30.273,0.000
1732204960.090,0.000,-7.324,-137.207,-29.785,0.000
1732204960.094,0.000,-13.672,-140.137,-50.293,0.000
1732204960.098,0.000,-9.277,-146.973,-52.246,0.000
1732204960.102,0.000,-8.789,-150.391,-45.410,0.000
1732204960.106,0.000,-6.836,-138.672,-43.457,0.000
1732204960.110,0.000,-8.301,-137.207,-47.363,0.000
1732204960.113,0.000,-14.648,-144.531,-41.016,0.000
1732204960.117,0.000,-8.789,-141.113,-21.973,0.000
1732204960.121,0.000,-10.742,-142.578,-17.578,0.000
1732204960.125,0.000,-11.719,-146.484,-10.742,0.000
1732204960.129,0.000,-4.883,-153.809,-3.418,0.000
1732204960.133,0.000,-2.441,-145.020,-9.277,0.000
1732204960.137,-3.418,-5.859,-145.996,-33.691,0.000
1732204960.141,-13.672,-15.137,-154.297,-34.668,0.000
1732204960.145,-23.926,-19.531,-154.297,-29.297,0.000
1732204960.149,-38.086,-19.043,-145.508,-26.367,0.000
1732204960.152,-37.109,-20.508,-147.949,-46.875,0.000
1732204960.156,-31.738,-21.973,-151.367,-37.598,0.000
1732204960.160,-23.926,-18.066,-138.672,-13.672,0.000
1732204960.164,-17.578,-11.719,-143.555,-18.066,0.000
1732204960.168,-27.344,-10.742,-148.926,-30.762,0.000
1732204960.172,-35.645,-12.695,-146.973,-18.555,0.000
1732204960.176,-37.598,-6.348,-145.020,0.977,0.000
1732204960.180,-55.664,-8.789,-148.926,-13.672,0.000
1732204960.184,-57.617,-15.625,-144.531,-18.555,0.000
1732204960.188,-55.176,-24.414,-142.090,-21.484,0.000
1732204960.192,-52.734,-25.391,-148.926,-32.715,0.000
1732204960.196,-41.504,-16.113,-155.762,-22.949,0.000
1732204960.199,-30.273,-16.113,-150.391,-14.160,0.000
1732204960.203,-31.738,-22.949,-143.555,-8.789,0.000
1732204960.207,-25.391,-18.555,-142.090,-0.977,0.000
1732204960.211,-6.836,-12.207,-145.020,6.836,0.000
1732204960.215,-19.043,-11.230,-153.809,5.859,0.000
1732204960.219,-37.109,-14.648,-153.809,21.484,0.000
1732204960.223,-35.645,-11.719,-148.926,34.668,0.000
1732204960.227,-8.301,-5.859,-133.789,23.926,0.000
1732204960.231,-8.789,-2.441,-130.859,9.277,0.000
1732204960.235,-38.574,-5.371,-134.766,6.348,0.000
1732204960.239,-36.621,-7.812,-140.137,0.488,0.000
1732204960.242,-32.227,-16.113,-149.414,-21.973,0.000
1732204960.246,-30.273,-14.648,-146.973,-26.367,0.000
1732204960.250,-31.250,-8.301,-141.602,-6.348,0.000
1732204960.254,-29.785,-16.113,-141.113,8.301,0.000
1732204960.258,-35.156,-16.113,-145.508,16.602,0.000
1732204960.262,-38.574,-18.555,-143.066,3.418,0.000
1732204960.266,-29.785,-34.180,-140.137,3.906,0.000
1732204960.270,-47.852,-32.715,-143.066,-0.488,0.000
1732204960.274,-54.199,-33.691,-141.113,-19.043,0.000
1732204960.278,-42.480,-35.156,-144.043,-24.414,0.000
1732204960.281,-37.598,-32.227,-143.066,-4.883,0.000
1732204960.285,-28.320,-31.738,-141.602,22.461,0.000
1732204960.289,-41.504,-28.320,-142.090,-10.742,0.000
1732204960.293,-69.336,-30.762,-148.926,-52.246,0.000
1732204960.297,-72.266,-41.504,-146.484,-62.500,0.000
1732204960.301,-74.707,-40.527,-139.648,-56.152,0.000
1732204960.305,-103.027,-19.531,-129.395,-62.500,0.000
1732204960.309,-123.047,-3.906,-131.348,-97.656,0.000
1732204960.313,-136.719,-3.906,-139.648,-110.352,0.000
1732204960.317,-144.531,-4.395,-125.000,-85.938,0.000
1732204960.320,-134.277,3.906,-102.539,-101.562,0.000
1732204960.324,-143.066,-8.789,-102.539,-122.070,0.000
1732204960.328,-132.812,-16.113,-115.234,-109.863,0.000
1732204960.332,-117.676,-7.324,-108.398,-98.633,0.000
1732204960.336,-132.812,-8.301,-104.492,-92.285,0.000
1732204960.340,-118.652,-3.418,-109.863,-87.891,0.000
1732204960.344,-104.492,2.930,-104.492,-62.500,0.000
1732204960.348,-105.957,-6.348,-109.863,-41.016,0.000
1732204960.352,-96.191,-16.113,-119.629,-39.551,0.000
1732204960.356,-88.379,-14.648,-118.652,-40.039,0.000
1732204960.359,-83.984,-4.883,-129.883,-49.316,0.000
1732204960.363,-80.078,-5.371,-123.535,-43.457,0.000
1732204960.367,-74.707,-10.742,-121.582,-47.363,0.000
1732204960.371,-61.035,-11.230,-127.930,-56.152,0.000
1732204960.375,-40.527,-1.465,-116.211,-33.203,0.000
1732204960.379,-23.926,9.277,-110.352,-28.320,0.000
1732204960.383,-27.344,-1.465,-102.539,-22.461,0.000
1732204960.387,-41.992,-12.695,-105.469,-9.766,0.000
1732204960.391,-38.086,-7.324,-115.234,-11.719,0.000
1732204960.395,-35.156,-6.836,-107.422,-10.254,0.000
1732204960.399,-41.992,-17.578,-105.469,-2.930,0.000
1732204960.402,-54.199,-21.973,-104.004,-3.906,0.000
1732204960.406,-51.758,-20.020,-107.910,7.812,0.000
1732204960.410,-49.805,-21.484,-107.422,-4.883,0.000
1732204960.414,-38.574,-19.531,-107.422,-20.996,0.000
1732204960.418,-21.973,-15.137,-121.094,6.836,0.000
1732204960.422,-30.273,-13.184,-133.301,2.441,0.000
1732204960.426,-40.527,-17.578,-132.812,-2.441,0.000
1732204960.430,-33.691,-20.996,-129.395,8.789,0.000
1732204960.434,-33.691,-19.531,-131.836,-5.371,0.000
1732204960.438,-32.715,-13.672,-130.859,-5.859,0.000
1732204960.442,-30.273,-11.230,-128.906,13.672,0.000
1732204960.445,-35.645,-15.625,-135.254,7.812,0.000
1732204960.449,-21.484,-10.254,-118.164,1.953,0.000
1732204960.453,-18.066,-7.812,-116.699,17.578,0.000
1732204960.457,-21.973,-8.789,-128.906,13.672,0.000
1732204960.461,-29.785,-10.254,-117.188,-0.977,0.000
1732204960.465,-15.137,-8.301,-123.047,-0.488,0.000
1732204960.469,-5.859,-4.395,-132.812,11.719,0.000
1732204960.473,-29.785,-8.789,-123.047,18.066,0.000
1732204960.477,-42.480,-10.742,-114.746,14.160,0.000
1732204960.481,-33.203,-8.301,-112.793,4.883,0.000
1732204960.485,-30.762,-15.625,-111.816,1.953,0.000
1732204960.488,-36.133,-17.578,-111.816,1.953,0.000
1732204960.492,-40.527,-19.043,-120.605,2.930,0.000
1732204960.496,-44.434,-17.578,-117.188,9.277,0.000
1732204960.500,-48.828,-18.066,-106.445,3.418,0.000
1732204960.504,-41.992,-17.578,-106.445,16.113,0.000
1732204960.508,-31.738,-12.207,-97.168,30.762,0.000
1732204960.512,0.000,-16.113,-93.750,-1.953,0.000
1732204960.516,0.000,-16.602,-98.145,-20.508,0.000
1732204960.520,0.000,-22.949,-98.633,-29.297,0.000
1732204960.524,0.000,-30.273,-99.121,-35.645,0.000
1732204960.528,0.000,-27.344,-93.750,9.277,0.000
1732204960.532,0.000,-20.020,-93.262,23.438,0.000
1732204960.535,0.000,-17.578,-89.844,-1.465,0.000
1732204960.539,0.000,-13.184,-95.215,-23.438,0.000
1732204960.543,0.000,-1.465,-101.074,-31.738,0.000
1732204960.547,0.000,-5.859,-97.168,-17.578,0.000
1732204960.551,0.000,-16.113,-88.867,-6.348,0.000
1732204960.555,0.000,-20.996,-83.984,-11.230,0.000
1732204960.559,-42.480,-18.066,-80.566,-5.859,0.000
1732204960.563,-45.898,-10.254,-77.637,-10.254,0.000
1732204960.567,-36.133,-8.789,-83.496,-13.184,0.000
1732204960.571,-36.133,-1.953,-85.449,-3.906,0.000
1732204960.575,-47.852,-2.441,-77.148,2.930,0.000
1732204960.578,-35.156,-11.719,-70.801,8.301,0.000
1732204960.582,-39.551,-11.230,-72.266,4.883,0.000
1732204960.586,-33.691,-9.277,-78.125,-17.578,0.000
1732204960.590,-29.785,-13.184,-75.195,-17.578,0.000
1732204960.594,-44.434,-11.719,-70.801,-24.902,0.000
1732204960.598,-35.156,-15.137,-75.195,-34.668,0.000
1732204960.602,-38.086,-17.578,-79.102,-19.531,0.000
1732204960.606,0.000,-19.043,-79.102,-15.137,0.000
1732204960.610,0.000,-19.043,-70.312,-11.230,0.000
1732204960.614,0.000,-15.625,-66.406,-15.137,0.000
1732204960.617,0.000,-24.414,-68.359,-10.742,0.000
1732204960.621,0.000,-26.367,-71.289,-9.766,0.000
1732204960.625,0.000,-21.973,-70.801,-25.879,0.000
1732204960.629,0.000,-20.020,-67.871,-18.555,0.000
1732204960.633,0.000,-29.297,-78.125,-3.906,0.000
1732204960.637,0.000,-39.551,-84.961,-11.230,0.000
1732204960.641,0.000,-23.438,-77.637,-27.344,0.000
1732204960.645,0.000,-13.672,-74.707,-20.508,0.000
1732204960.649,0.000,-18.555,-75.195,-8.301,0.000
1732204960.652,-51.758,-17.578,-75.684,-4.395,0.000
1732204960.656,-33.691,-19.043,-74.707,-16.602,0.000
1732204960.660,-30.762,-18.555,-74.707,-19.531,0.000
1732204960.664,-30.762,-5.859,-66.406,-17.090,0.000
1732204960.668,-25.879,-4.395,-68.848,-16.602,0.000
1732204960.672,-33.203,-6.348,-77.637,-15.137,0.000
1732204960.676,-33.691,-10.254,-75.684,-35.156,0.000
1732204960.680,-27.344,-18.555,-75.195,-36.621,0.000
1732204960.684,-25.391,-9.766,-73.242,-15.137,0.000
1732204960.687,-29.785,-8.789,-69.824,-8.789,0.000
1732204960.691,-40.527,-10.254,-65.430,-3.418,0.000
1732204960.695,-52.246,-15.625,-60.547,-17.090,0.000
1732204960.699,-41.992,-18.066,-62.012,-37.598,0.000
1732204960.703,-33.203,-10.254,-67.871,-19.531,0.000
1732204960.707,-14.648,-7.324,-64.453,-11.230,0.000
1732204960.711,-21.484,-7.324,-64.453,-25.391,0.000
1732204960.715,-46.875,-12.207,-64.453,-30.762,0.000
1732204960.719,-36.133,-25.879,-63.965,-15.137,0.000
1732204960.723,-35.645,-23.438,-58.594,2.441,0.000
1732204960.726,-27.344,-14.160,-52.246,7.324,0.000
1732204960.730,-0.977,-5.371,-43.945,28.809,0.000
1732204960.734,-3.906,0.000,-37.109,27.344,0.000
1732204960.738,-26.855,-8.301,-46.875,-7.324,0.000
1732204960.742,-30.273,-12.695,-51.270,-22.461,0.000
1732204960.746,-20.996,-20.508,-40.527,-17.090,0.000
1732204960.750,-31.738,-14.648,-38.086,-14.648,0.000
1732204960.754,-45.410,-9.277,-41.992,-14.648,0.000
