timestamps,TP9,AF7,AF8,TP10,Right AUX
1733122783.362,-21.484,-17.090,-21.484,-7.324,0.000
1733122783.366,-13.184,-15.625,-23.926,-25.879,0.000
1733122783.370,8.301,-14.160,-20.508,-12.695,0.000
1733122783.374,15.625,-10.254,-13.184,0.488,0.000
1733122783.378,4.395,-15.137,-9.766,4.395,0.000
1733122783.382,-15.625,-21.484,-8.301,12.207,0.000
1733122783.386,-12.695,-16.113,-11.230,-2.930,0.000
1733122783.390,10.254,-11.719,-17.578,-8.301,0.000
1733122783.393,18.066,-16.602,-14.648,-8.789,0.000
1733122783.397,-0.488,-16.113,-13.184,-0.977,0.000
1733122783.401,-19.043,-8.789,-15.625,15.137,0.000
1733122783.405,-15.625,-10.254,-20.996,-2.930,0.000
1733122783.409,3.418,-12.207,-24.902,-16.113,0.000
1733122783.413,14.648,-15.137,-30.273,-24.902,0.000
1733122783.417,12.207,-17.578,-33.203,-21.973,0.000
1733122783.421,2.930,-21.484,-30.273,-1.465,0.000
1733122783.425,1.465,-16.113,-18.555,-1.465,0.000
1733122783.429,5.859,-14.648,-19.043,-12.695,0.000
1733122783.432,4.883,-24.902,-17.578,0.488,0.000
1733122783.436,25.879,-36.133,-5.859,39.551,0.000
1733122783.440,23.438,-28.809,-16.602,51.758,0.000
1733122783.444,-20.996,-9.277,-32.715,-5.371,0.000
1733122783.448,-15.625,-5.371,-40.527,-35.156,0.000
1733122783.452,-1.465,-8.301,-46.387,-39.551,0.000
1733122783.456,-19.043,-7.812,-50.293,-54.688,0.000
1733122783.460,-40.527,-4.883,-54.688,-53.223,0.000
1733122783.464,-51.758,-7.324,-57.129,-62.500,0.000
1733122783.468,-40.039,-3.906,-64.453,-78.125,0.000
1733122783.472,-28.809,2.441,-62.500,-83.496,0.000
1733122783.476,-26.367,-0.977,-58.594,-68.359,0.000
1733122783.479,-45.410,3.418,-57.129,-62.988,0.000
1733122783.483,-56.152,1.465,-56.152,-58.105,0.000
1733122783.487,-34.180,-0.488,-62.988,-65.430,0.000
1733122783.491,-32.227,8.301,-69.336,-90.820,0.000
1733122783.495,-30.762,4.395,-70.312,-79.590,0.000
1733122783.499,-40.039,-6.348,-69.824,-64.941,0.000
1733122783.503,-52.246,-5.371,-68.848,-64.941,0.000
1733122783.507,-38.086,2.930,-70.801,-69.824,0.000
1733122783.511,-23.438,7.812,-74.219,-76.172,0.000
1733122783.515,-17.578,0.977,-72.754,-71.777,0.000
1733122783.518,-21.484,-3.418,-68.848,-51.270,0.000
1733122783.522,-32.715,-2.930,-62.012,-35.156,0.000
1733122783.526,-20.996,-3.418,-60.547,-37.598,0.000
1733122783.530,-2.441,0.977,-60.059,-44.434,0.000
1733122783.534,-1.465,-0.977,-55.176,-42.969,0.000
1733122783.538,-12.695,-8.301,-53.711,-36.621,0.000
1733122783.542,-30.762,-16.602,-56.152,-38.086,0.000
1733122783.546,-21.484,-17.090,-47.363,-28.320,0.000
1733122783.550,-2.441,-5.371,-41.504,-25.879,0.000
1733122783.554,-5.859,-7.324,-47.852,-41.992,0.000
1733122783.558,-14.160,-16.602,-44.922,-36.133,0.000
1733122783.561,-28.809,-20.508,-45.410,-27.832,0.000
1733122783.565,-25.391,-17.578,-46.387,-35.645,0.000
1733122783.569,-3.418,-14.160,-42.969,-31.250,0.000
1733122783.573,-2.441,-17.090,-41.992,-24.902,0.000
1733122783.577,-6.836,-18.066,-37.109,-17.090,0.000
1733122783.581,-20.508,-22.461,-35.156,-9.766,0.000
1733122783.585,-22.949,-21.484,-35.156,-16.602,0.000
1733122783.589,-1.465,-17.090,-34.180,-30.273,0.000
1733122783.593,9.277,-10.254,-38.086,-24.414,0.000
1733122783.597,-6.348,-5.371,-37.598,-20.508,0.000
1733122783.601,-23.926,-11.719,-31.738,-16.113,0.000
1733122783.604,-18.555,-19.043,-31.738,-20.508,0.000
1733122783.608,-9.766,-19.043,-30.273,-33.691,0.000
1733122783.612,-4.883,-18.555,-30.273,-31.738,0.000
1733122783.616,-13.184,-26.367,-34.180,-26.367,0.000
1733122783.620,-39.062,-35.156,-29.297,-22.949,0.000
1733122783.624,-47.852,-27.344,-29.785,-30.762,0.000
1733122783.628,-34.668,-22.461,-37.598,-44.922,0.000
1733122783.632,-10.742,-27.832,-37.598,-21.973,0.000
1733122783.636,-11.230,-25.879,-39.062,-4.883,0.000
1733122783.640,-50.781,-20.508,-47.852,-41.504,0.000
1733122783.643,-67.383,-17.578,-46.875,-57.617,0.000
1733122783.647,-46.387,-14.160,-37.598,-54.688,0.000
1733122783.651,-29.785,-15.137,-36.621,-48.828,0.000
1733122783.655,-29.297,-16.602,-35.156,-36.621,0.000
1733122783.659,-43.457,-20.996,-34.180,-37.109,0.000
1733122783.663,-62.012,-28.809,-39.551,-41.016,0.000
1733122783.667,-46.387,-30.273,-40.039,-38.574,0.000
1733122783.671,-23.926,-26.855,-42.969,-35.645,0.000
1733122783.675,-31.738,-26.367,-44.434,-35.645,0.000
1733122783.679,-40.527,-39.062,-46.875,-27.832,0.000
1733122783.682,-46.387,-38.574,-47.852,-20.508,0.000
1733122783.686,-39.062,-22.949,-39.062,-24.414,0.000
1733122783.690,-17.090,-22.461,-35.156,-21.484,0.000
1733122783.694,-9.766,-20.996,-33.691,-3.906,0.000
1733122783.698,-13.184,-19.531,-37.109,13.672,0.000
1733122783.702,-26.367,-20.996,-41.504,0.000,0.000
1733122783.706,-19.043,-25.879,-38.574,-7.324,0.000
1733122783.710,-2.930,-24.902,-42.480,-6.836,0.000
1733122783.714,-2.930,-17.090,-46.875,-5.859,0.000
1733122783.718,-12.695,-16.113,-52.246,-11.719,0.000
1733122783.722,-31.250,-23.926,-54.199,-18.555,0.000
1733122783.725,-36.133,-27.832,-39.551,-15.625,0.000
1733122783.729,-13.184,-11.719,-34.180,-17.578,0.000
1733122783.733,0.488,-5.371,-32.715,-3.418,0.000
1733122783.737,-15.625,-14.160,-26.855,2.930,0.000
1733122783.741,-24.414,-8.301,-27.832,1.953,0.000
1733122783.745,-10.254,-4.883,-27.832,-11.230,0.000
1733122783.749,-0.977,-11.719,-30.273,-23.926,0.000
1733122783.753,-8.789,-14.160,-27.344,-9.766,0.000
1733122783.757,-3.906,-13.672,-26.367,-0.977,0.000
1733122783.761,-6.348,-10.254,-35.156,-11.719,0.000
1733122783.765,-5.859,-7.812,-37.109,-14.648,0.000
1733122783.768,15.137,-7.812,-26.367,-9.766,0.000
1733122783.772,9.766,-15.137,-22.461,0.977,0.000
1733122783.776,-10.742,-17.578,-32.715,-12.695,0.000
1733122783.780,-19.043,-16.602,-41.992,-21.973,0.000
1733122783.784,-20.508,-13.672,-45.410,-17.090,0.000
1733122783.788,-12.207,-12.207,-39.062,-27.344,0.000
1733122783.792,-11.719,-13.184,-37.598,-35.156,0.000
1733122783.796,-16.113,-13.672,-42.969,-27.344,0.000
1733122783.800,-29.297,-17.578,-45.898,-23.926,0.000
1733122783.804,-40.039,-17.578,-45.410,-26.855,0.000
1733122783.808,-25.879,-10.742,-39.062,-35.645,0.000
1733122783.811,-15.625,-10.742,-39.062,-44.434,0.000
1733122783.815,-19.043,-20.996,-41.992,-33.203,0.000
1733122783.819,-30.273,-20.020,-48.340,-27.832,0.000
1733122783.823,-40.527,-20.508,-50.293,-45.898,0.000
1733122783.827,-29.297,-22.949,-41.992,-41.504,0.000
1733122783.831,-19.043,-20.020,-43.457,-36.133,0.000
1733122783.835,-20.508,-15.137,-44.922,-31.738,0.000
1733122783.839,-32.227,-21.973,-45.410,-33.203,0.000
1733122783.843,-40.039,-36.133,-40.039,-20.996,0.000
1733122783.847,-26.367,-25.879,-33.691,-29.785,0.000
1733122783.850,-6.348,-9.766,-37.598,-31.738,0.000
1733122783.854,-5.371,-7.324,-41.992,-10.742,0.000
1733122783.858,-32.715,-13.672,-46.387,-18.066,0.000
1733122783.862,-45.898,-8.789,-49.316,-40.527,0.000
1733122783.866,-20.508,6.348,-50.293,-58.105,0.000
1733122783.870,-3.418,3.418,-50.781,-50.293,0.000
1733122783.874,-17.090,-2.930,-59.082,-38.574,0.000
1733122783.878,-26.855,-4.883,-62.012,-15.137,0.000
1733122783.882,-20.020,-5.859,-65.430,-18.555,0.000
1733122783.886,-32.715,-7.324,-66.895,-47.852,0.000
1733122783.889,-25.391,-0.977,-64.453,-58.105,0.000
1733122783.893,-4.883,7.324,-69.336,-52.246,0.000
1733122783.897,-9.766,0.977,-72.266,-33.203,0.000
1733122783.901,-28.809,-10.254,-72.266,-30.762,0.000
1733122783.905,-24.902,-8.301,-72.754,-42.480,0.000
1733122783.909,5.859,6.348,-75.684,-42.969,0.000
1733122783.913,26.855,8.301,-73.242,-20.020,0.000
1733122783.917,37.109,7.812,-65.918,1.465,0.000
1733122783.921,34.668,7.812,-61.035,10.254,0.000
1733122783.925,23.926,7.324,-61.523,11.719,0.000
1733122783.929,38.574,10.742,-63.477,18.066,0.000
1733122783.932,56.152,7.812,-55.664,29.785,0.000
1733122783.936,40.527,0.488,-51.270,32.715,0.000
1733122783.940,19.043,-2.930,-49.316,41.504,0.000
1733122783.944,15.137,-4.395,-41.992,48.340,0.000
1733122783.948,40.527,-5.371,-39.551,32.715,0.000
1733122783.952,43.457,-7.324,-43.945,20.508,0.000
1733122783.956,29.297,-8.789,-43.457,29.297,0.000
1733122783.960,16.113,-10.742,-41.504,23.438,0.000
1733122783.964,3.906,-19.531,-41.992,20.020,0.000
1733122783.967,10.254,-12.695,-35.645,20.996,0.000
1733122783.971,16.113,-3.418,-35.645,11.719,0.000
1733122783.975,20.508,-6.348,-39.062,14.648,0.000
1733122783.979,8.301,-8.789,-36.133,22.949,0.000
1733122783.983,-7.324,-11.719,-34.668,14.160,0.000
1733122783.987,0.000,-10.742,-33.203,0.977,0.000
1733122783.991,0.000,-14.160,-36.621,-4.395,0.000
1733122783.995,-4.883,-17.578,-31.738,2.930,0.000
1733122783.999,-14.648,-15.625,-34.180,-1.465,0.000
1733122784.003,-27.344,-15.625,-37.109,-17.578,0.000
1733122784.007,-26.367,-17.578,-39.551,-20.020,0.000
1733122784.010,-16.602,-21.484,-37.109,-16.602,0.000
1733122784.014,-10.254,-20.020,-34.668,-20.020,0.000
1733122784.018,-28.809,-20.996,-39.551,-21.973,0.000
1733122784.022,-42.480,-21.484,-33.691,-16.113,0.000
1733122784.026,-28.320,-13.184,-23.926,-14.648,0.000
1733122784.030,-22.461,-4.883,-19.531,-17.090,0.000
1733122784.034,-21.973,-7.324,-20.508,-14.160,0.000
1733122784.038,-32.227,-17.578,-20.020,-17.578,0.000
1733122784.042,-39.551,-20.020,-18.066,-17.090,0.000
1733122784.046,-34.180,-15.137,-16.113,-21.484,0.000
1733122784.050,-24.414,-7.812,-20.996,-29.297,0.000
1733122784.053,-20.508,-11.230,-28.809,-20.020,0.000
1733122784.057,-29.297,-19.531,-26.367,-14.160,0.000
1733122784.061,-40.527,-11.230,-27.832,-23.926,0.000
1733122784.065,-40.527,-6.836,-27.832,-29.297,0.000
1733122784.069,-29.297,-2.930,-20.508,-28.320,0.000
1733122784.073,-18.066,-0.488,-22.461,-28.320,0.000
1733122784.077,-26.367,-3.418,-26.855,-24.902,0.000
1733122784.081,-39.062,-9.277,-22.949,-23.438,0.000
1733122784.085,-38.574,-13.672,-19.043,-32.715,0.000
1733122784.089,-29.785,-12.695,-21.973,-41.016,0.000
1733122784.093,-25.391,-4.395,-18.066,-37.598,0.000
1733122784.096,-27.344,-10.742,-18.555,-35.645,0.000
1733122784.100,-39.551,-16.602,-21.484,-29.785,0.000
1733122784.104,-47.852,-7.812,-19.043,-39.062,0.000
1733122784.108,-27.832,-5.371,-20.020,-41.504,0.000
1733122784.112,-17.090,-7.812,-20.996,-27.832,0.000
1733122784.116,-22.461,-12.207,-16.602,-16.113,0.000
1733122784.120,-33.691,-14.648,-11.719,-7.324,0.000
1733122784.124,-28.809,-12.207,-24.414,-26.367,0.000
1733122784.128,-0.488,-5.859,-32.227,-13.672,0.000
1733122784.132,-3.906,-19.043,-13.184,8.301,0.000
1733122784.136,-33.203,-31.738,3.906,-12.207,0.000
1733122784.139,-52.246,-30.762,3.418,-16.602,0.000
1733122784.143,-59.570,-35.156,-2.441,-14.160,0.000
1733122784.147,-53.223,-35.156,4.395,-19.043,0.000
1733122784.151,-58.105,-24.902,16.113,-30.273,0.000
1733122784.155,-52.734,-28.809,17.578,-34.180,0.000
1733122784.159,-60.547,-34.180,22.949,-21.973,0.000
1733122784.163,-73.730,-33.203,27.344,-16.113,0.000
1733122784.167,-75.684,-31.738,24.902,-29.785,0.000
1733122784.171,-81.055,-31.250,20.508,-41.016,0.000
1733122784.175,-73.242,-28.320,20.996,-19.043,0.000
1733122784.178,-70.801,-22.949,19.043,-13.672,0.000
1733122784.182,-83.008,-24.902,18.066,-33.691,0.000
1733122784.186,-78.125,-27.344,20.020,-26.367,0.000
1733122784.190,-62.012,-24.902,11.719,-17.090,0.000
1733122784.194,-60.059,-26.855,5.859,-26.367,0.000
1733122784.198,-69.824,-36.133,6.836,-28.809,0.000
1733122784.202,-80.566,-36.133,5.859,-24.902,0.000
1733122784.206,-77.637,-26.855,7.324,-33.691,0.000
1733122784.210,-61.523,-15.137,9.277,-37.109,0.000
1733122784.214,-53.223,-18.555,6.836,-30.762,0.000
1733122784.218,-53.223,-28.320,6.836,-16.113,0.000
1733122784.222,-59.570,-28.320,8.301,-4.395,0.000
1733122784.225,-51.270,-26.855,7.812,-12.207,0.000
1733122784.229,-32.227,-21.484,7.324,-14.160,0.000
1733122784.233,-21.484,-17.578,7.324,-5.371,0.000
1733122784.237,-21.973,-15.137,5.859,-3.906,0.000
1733122784.241,-35.645,-14.648,2.930,-9.766,0.000
1733122784.245,-41.504,-19.043,1.953,-16.602,0.000
1733122784.249,-32.227,-15.137,4.395,-19.043,0.000
1733122784.253,-21.973,-7.812,4.883,-13.184,0.000
1733122784.257,-21.484,-12.695,0.488,-10.742,0.000
1733122784.261,-35.156,-20.508,-4.395,-19.531,0.000
1733122784.265,-44.434,-14.648,-10.254,-30.762,0.000
1733122784.269,-30.273,-8.301,-13.184,-28.320,0.000
1733122784.273,-22.461,-7.324,-10.254,-22.461,0.000
1733122784.276,-39.551,-14.648,-10.742,-21.484,0.000
1733122784.280,-53.223,-20.020,-15.137,-21.484,0.000
1733122784.284,-56.152,-11.719,-12.207,-26.855,0.000
1733122784.288,-46.387,-4.395,1.465,-39.551,0.000
1733122784.292,-40.527,-14.160,0.977,-33.203,0.000
1733122784.296,-51.758,-22.949,-7.812,-35.645,0.000
1733122784.300,-68.359,-14.648,-11.230,-50.293,0.000
1733122784.304,-69.336,-15.625,-16.113,-44.434,0.000
1733122784.308,-60.059,-26.855,-15.137,-51.758,0.000
1733122784.312,-63.477,-23.438,-16.602,-67.383,0.000
1733122784.316,-67.871,-15.137,-16.602,-69.824,0.000
1733122784.319,-82.520,-25.879,-15.625,-73.242,0.000
1733122784.323,-97.656,-34.668,-18.555,-69.824,0.000
1733122784.327,-93.750,-34.180,-17.090,-73.730,0.000
1733122784.331,-74.219,-26.855,-14.648,-83.008,0.000
1733122784.335,-83.496,-26.367,-12.207,-88.867,0.000
1733122784.339,-111.816,-27.344,-9.766,-89.844,0.000
1733122784.343,-114.746,-27.344,-15.137,-89.844,0.000
1733122784.347,-103.516,-31.738,-14.160,-96.191,0.000
1733122784.351,-87.891,-25.391,-10.254,-94.727,0.000
1733122784.355,-89.355,-27.344,-13.184,-93.262,0.000
1733122784.359,-97.168,-35.645,-11.719,-84.473,0.000
1733122784.363,-112.305,-28.809,-12.207,-89.844,0.000
1733122784.367,-101.562,-23.438,-16.602,-98.633,0.000
1733122784.370,-93.750,-28.809,-13.184,-108.887,0.000
1733122784.374,-107.422,-40.039,-6.348,-108.398,0.000
1733122784.378,-102.051,-41.504,-6.836,-89.355,0.000
1733122784.382,-102.051,-41.504,-11.230,-82.520,0.000
1733122784.386,-106.445,-45.410,-10.742,-86.914,0.000
1733122784.390,-94.727,-40.527,-4.883,-90.332,0.000
1733122784.394,-93.262,-40.527,-2.441,-83.008,0.000
1733122784.398,0.000,-34.180,-9.766,-70.312,0.000
1733122784.402,0.000,-30.762,-13.672,-75.684,0.000
1733122784.406,0.000,-41.016,-14.648,-89.844,0.000
1733122784.409,0.000,-40.527,-14.160,-88.867,0.000
1733122784.413,0.000,-37.109,-17.578,-75.684,0.000
1733122784.417,0.000,-32.715,-18.066,-75.195,0.000
1733122784.421,0.000,-33.203,-12.207,-77.148,0.000
1733122784.425,0.000,-37.109,-18.066,-84.961,0.000
1733122784.429,0.000,-34.180,-20.996,-81.543,0.000
1733122784.433,0.000,-28.809,-15.625,-77.637,0.000
1733122784.437,0.000,-26.855,-14.160,-73.242,0.000
1733122784.441,0.000,-29.785,-12.207,-62.500,0.000
1733122784.445,-90.820,-28.809,-19.531,-66.406,0.000
1733122784.449,-83.496,-22.461,-22.461,-71.777,0.000
1733122784.452,-80.566,-24.902,-20.508,-73.242,0.000
1733122784.456,-95.215,-31.738,-18.066,-66.406,0.000
1733122784.460,-91.797,-40.039,-15.137,-49.805,0.000
1733122784.464,-83.496,-37.598,-18.555,-45.410,0.000
1733122784.468,-79.102,-23.438,-16.113,-59.570,0.000
1733122784.472,-77.637,-23.926,-5.859,-68.848,0.000
1733122784.476,-69.824,-21.484,-9.766,-63.965,0.000
1733122784.480,-72.266,-17.578,-13.672,-53.711,0.000
1733122784.484,-81.543,-26.855,-12.207,-44.922,0.000
1733122784.487,-68.848,-21.484,-9.766,-40.527,0.000
1733122784.492,-52.734,-4.395,-17.578,-45.410,0.000
1733122784.495,-54.199,-3.906,-20.508,-58.105,0.000
1733122784.499,-60.547,-10.742,-14.160,-56.641,0.000
1733122784.503,-54.688,-16.602,-12.695,-47.363,0.000
1733122784.507,-60.059,-16.113,-9.277,-51.758,0.000
1733122784.511,-62.012,-12.207,-8.301,-54.199,0.000
1733122784.515,-45.410,-12.695,-11.719,-41.992,0.000
1733122784.519,-31.738,-10.254,-20.508,-14.648,0.000
1733122784.523,-40.527,-14.160,-20.508,-18.066,0.000
1733122784.527,-67.871,-12.207,-14.648,-49.316,0.000
1733122784.531,-63.965,-11.719,-17.578,-45.410,0.000
1733122784.534,-41.992,-7.812,-30.273,-32.715,0.000
1733122784.538,-37.109,-0.488,-35.645,-39.551,0.000
1733122784.542,-55.664,-4.395,-29.785,-51.270,0.000
1733122784.546,-58.594,-8.301,-26.367,-48.828,0.000
1733122784.550,-39.062,-8.789,-27.832,-40.527,0.000
1733122784.554,-26.855,-8.301,-31.738,-25.879,0.000
1733122784.558,-26.367,-7.812,-23.926,-22.461,0.000
1733122784.562,-16.602,-4.395,-21.484,-20.020,0.000
1733122784.566,-21.973,-9.766,-31.250,-21.484,0.000
1733122784.570,-19.531,-5.371,-31.738,-26.367,0.000
1733122784.573,-13.672,-2.441,-27.344,-27.344,0.000
1733122784.577,-25.391,-12.695,-30.273,-28.809,0.000
1733122784.581,-30.273,-22.461,-39.062,-32.227,0.000
1733122784.585,-27.344,-22.461,-43.945,-40.039,0.000
1733122784.589,-29.785,-11.230,-45.898,-50.293,0.000
1733122784.593,-30.762,-11.719,-47.363,-46.387,0.000
1733122784.597,-21.973,-21.973,-43.457,-31.738,0.000
1733122784.601,-27.832,-21.973,-42.969,-21.973,0.000
1733122784.605,-31.738,-18.555,-46.387,-20.996,0.000
1733122784.609,-30.273,-20.996,-40.039,-32.227,0.000
1733122784.613,-27.832,-20.020,-38.574,-33.203,0.000
1733122784.616,-25.391,-13.672,-40.039,-21.484,0.000
1733122784.620,-40.039,-18.066,-36.133,-25.879,0.000
1733122784.624,-45.898,-25.879,-34.668,-36.133,0.000
1733122784.628,-35.645,-19.043,-30.762,-19.043,0.000
1733122784.632,-22.461,-8.301,-38.086,-6.836,0.000
1733122784.636,-18.066,-8.789,-44.922,-20.020,0.000
1733122784.640,-21.484,-13.672,-42.480,-28.320,0.000
1733122784.644,-17.578,-16.602,-39.062,-27.344,0.000
1733122784.648,-20.996,-17.090,-40.527,-34.180,0.000
1733122784.652,-29.297,-18.555,-38.574,-27.832,0.000
1733122784.656,-16.113,-14.160,-37.109,-9.766,0.000
1733122784.659,-17.090,-7.812,-37.598,-13.672,0.000
1733122784.663,-23.926,-14.160,-40.527,-20.508,0.000
1733122784.667,-15.625,-18.066,-42.480,-15.137,0.000
1733122784.671,-26.855,-15.625,-34.180,-12.207,0.000
1733122784.675,-31.738,-12.207,-35.156,-16.113,0.000
1733122784.679,-19.043,-8.789,-35.645,-9.277,0.000
1733122784.683,-17.578,-8.301,-29.785,-10.742,0.000
1733122784.687,-30.762,-10.254,-30.762,-31.250,0.000
1733122784.691,-34.668,-10.742,-26.855,-26.855,0.000
1733122784.695,-30.762,-17.578,-23.438,-16.602,0.000
1733122784.699,-28.320,-20.508,-26.367,-12.207,0.000
1733122784.702,-39.551,-22.461,-19.043,-0.977,0.000
1733122784.706,-36.621,-22.949,-21.973,-8.301,0.000
1733122784.710,-27.344,-18.066,-28.320,-25.391,0.000
1733122784.714,-35.156,-26.855,-28.320,-7.812,0.000
1733122784.718,-24.414,-26.855,-29.297,5.371,0.000
1733122784.722,-24.414,-16.602,-29.297,-11.230,0.000
1733122784.726,-24.902,-14.648,-29.297,-14.160,0.000
1733122784.730,-32.715,-15.137,-27.832,-14.160,0.000
1733122784.734,-35.156,-14.648,-29.297,-20.508,0.000
1733122784.738,-12.207,-16.113,-37.109,-22.949,0.000
1733122784.742,-17.578,-17.090,-37.598,-21.484,0.000
1733122784.745,-31.738,-18.555,-27.832,-27.344,0.000
1733122784.749,-20.508,-13.672,-28.809,-36.621,0.000
1733122784.753,-19.043,-6.836,-36.133,-27.344,0.000
1733122784.757,-20.508,-16.602,-41.016,-21.484,0.000
1733122784.761,-24.414,-19.531,-36.133,-19.043,0.000
1733122784.765,-34.180,-5.371,-29.297,-14.160,0.000
1733122784.769,-38.574,-1.465,-35.156,-26.367,0.000
1733122784.773,-30.762,-10.742,-33.691,-23.438,0.000
1733122784.777,1.953,-9.277,-28.809,3.418,0.000
1733122784.781,-0.977,0.977,-27.344,-7.812,0.000
1733122784.785,-31.738,-0.977,-27.344,-31.738,0.000
1733122784.788,-25.391,-9.766,-24.902,-23.438,0.000
1733122784.792,-11.719,-9.277,-23.438,-15.137,0.000
1733122784.796,1.465,0.977,-34.668,-12.695,0.000
1733122784.800,13.672,0.488,-38.086,1.465,0.000
1733122784.804,-7.324,-8.789,-28.809,-2.441,0.000
1733122784.808,-21.484,-6.836,-24.414,-17.090,0.000
1733122784.812,-3.906,1.953,-23.438,-13.184,0.000
1733122784.816,4.395,0.000,-28.809,-6.836,0.000
1733122784.820,1.953,-8.301,-36.133,0.488,0.000
1733122784.824,-11.719,-4.883,-36.621,-4.883,0.000
1733122784.828,-27.832,6.836,-33.691,-19.043,0.000
1733122784.831,-21.973,4.395,-34.180,-21.973,0.000
1733122784.835,-23.438,-1.953,-36.621,-24.902,0.000
1733122784.839,-27.832,-3.418,-33.691,-27.832,0.000
1733122784.843,-25.391,-2.930,-33.691,-16.602,0.000
1733122784.847,-29.297,-0.488,-32.227,-24.902,0.000
1733122784.851,-32.715,0.000,-26.855,-31.738,0.000
1733122784.855,-31.738,8.789,-23.926,-27.832,0.000
1733122784.859,-31.738,10.254,-22.949,-24.902,0.000
1733122784.863,-40.039,-3.418,-22.949,-21.973,0.000
1733122784.867,-43.457,-1.465,-29.297,-32.227,0.000
1733122784.870,-40.527,10.742,-30.273,-38.086,0.000
1733122784.874,-23.926,13.184,-27.832,-34.668,0.000
1733122784.878,-12.207,12.207,-26.855,-24.414,0.000
1733122784.882,-20.508,6.836,-24.414,-25.391,0.000
1733122784.886,-28.809,1.953,-27.344,-34.180,0.000
1733122784.890,-9.766,13.184,-27.344,-32.715,0.000
1733122784.894,10.254,15.625,-25.879,-22.461,0.000
1733122784.898,-1.465,3.906,-28.809,-11.230,0.000
1733122784.902,-11.230,4.883,-17.578,-11.719,0.000
1733122784.906,-9.766,6.348,-13.184,-17.090,0.000
1733122784.909,-1.465,7.812,-14.160,-13.672,0.000
1733122784.913,-1.953,8.789,-8.301,-21.973,0.000
1733122784.917,6.348,9.277,-10.254,-30.762,0.000
1733122784.921,13.184,5.859,-19.531,-26.855,0.000
1733122784.925,3.418,1.465,-22.461,-25.879,0.000
1733122784.929,-9.277,4.395,-16.113,-28.320,0.000
1733122784.933,-17.578,0.488,-15.137,-27.344,0.000
1733122784.937,-22.461,-8.301,-18.555,-19.043,0.000
1733122784.941,-35.156,-7.324,-17.090,-7.324,0.000
1733122784.945,-54.199,3.418,-22.949,-21.973,0.000
1733122784.948,-61.523,0.000,-25.879,-56.641,0.000
1733122784.952,-59.082,-1.465,-24.902,-62.500,0.000
1733122784.956,-51.758,1.465,-30.762,-49.805,0.000
1733122784.960,-41.992,-0.977,-26.855,-45.898,0.000
1733122784.964,-46.875,3.906,-22.461,-48.828,0.000
1733122784.968,-59.570,13.184,-22.949,-46.387,0.000
1733122784.972,-44.434,18.066,-23.926,-37.109,0.000
1733122784.976,-16.113,21.484,-35.156,-40.527,0.000
1733122784.980,-3.906,19.043,-37.109,-50.293,0.000
1733122784.984,-13.184,7.812,-29.785,-39.062,0.000
1733122784.988,-26.855,1.953,-27.344,-21.973,0.000
1733122784.991,-12.207,11.230,-28.809,-25.391,0.000
1733122784.995,1.465,11.230,-29.785,-10.742,0.000
1733122784.999,-4.883,9.766,-34.668,5.859,0.000
1733122785.003,4.883,8.301,-38.086,-11.719,0.000
1733122785.007,11.719,12.695,-33.691,-12.695,0.000
1733122785.011,-6.836,13.184,-31.738,-0.977,0.000
1733122785.015,-4.395,5.371,-24.902,-2.930,0.000
1733122785.019,2.930,9.766,-23.438,-0.488,0.000
1733122785.023,-17.578,15.625,-32.227,21.484,0.000
1733122785.027,-4.883,19.043,-33.691,9.766,0.000
1733122785.030,13.184,23.438,-26.367,-14.160,0.000
1733122785.034,10.254,28.320,-22.461,-22.461,0.000
1733122785.038,16.113,27.344,-22.949,11.719,0.000
1733122785.042,21.484,19.531,-20.020,46.387,0.000
1733122785.046,7.324,18.555,-15.137,45.898,0.000
1733122785.050,-9.766,22.461,-19.531,2.441,0.000
1733122785.054,7.324,22.949,-28.809,-14.160,0.000
1733122785.058,43.945,20.508,-27.832,0.977,0.000
1733122785.062,42.969,19.531,-32.227,-13.184,0.000
1733122785.066,-6.348,15.137,-30.762,15.137,0.000
1733122785.070,4.883,1.953,-33.203,49.316,0.000
1733122785.073,40.039,-6.348,-39.062,36.133,0.000
1733122785.077,47.852,-7.324,-37.598,24.902,0.000
1733122785.081,48.828,-8.301,-42.480,40.039,0.000
1733122785.085,40.527,-13.672,-36.621,41.992,0.000
1733122785.089,54.199,-15.137,-27.344,54.688,0.000
1733122785.093,53.223,-11.719,-30.273,54.199,0.000
1733122785.097,27.832,-13.184,-30.762,51.758,0.000
1733122785.101,33.203,-28.320,-28.320,33.691,0.000
1733122785.105,52.246,-39.551,-31.738,24.902,0.000
1733122785.109,56.641,-33.203,-31.250,55.176,0.000
1733122785.113,68.359,-31.250,-23.926,54.199,0.000
1733122785.116,56.641,-41.504,-20.508,58.594,0.000
1733122785.120,40.039,-48.828,-25.879,51.270,0.000
1733122785.124,51.758,-41.016,-31.738,33.203,0.000
1733122785.128,47.852,-40.039,-27.832,38.574,0.000
1733122785.132,27.832,-48.340,-24.414,43.457,0.000
1733122785.136,24.414,-48.828,-27.344,47.363,0.000
1733122785.140,32.715,-42.969,-34.180,55.176,0.000
1733122785.144,43.457,-43.457,-39.551,37.598,0.000
1733122785.148,41.992,-46.875,-40.039,20.508,0.000
1733122785.152,45.410,-41.504,-41.504,14.648,0.000
